Word,cgram,freqfilms2,islem,puorth
matée,VER,0.2,0,0
matés,VER,0.05,0,0
matés,NOM,0,0,0
maure,ADJ,0.9,1,5
maure,NOM,0.65,1,5
mauve,ADJ,0.63,1,5
mauve,NOM,0.23,1,5
maxis,NOM,0.04,0,0
mayas,ADJ,0.12,0,0
mayas,NOM,0.01,0,0
mazas,VER,0,0,0
mazet,NOM,0,1,5
maçon,NOM,3.48,1,5
media,NOM,7.72,1,5
meiji,ADJ,0.02,1,4
melba,ADJ,0.03,1,4
melon,NOM,4.92,1,4
menai,VER,0.02,0,0
mendé,ADJ,0.01,1,5
mener,VER,22.45,1,5
menez,VER,2.96,0,5
menez,NOM,0.01,1,5
menon,NOM,0.02,1,5
mente,VER,1.94,0,0
menti,VER,47.32,0,0
menue,ADJ,0.69,0,0
menus,ADJ,0.63,0,0
menus,NOM,1.28,0,0
menât,VER,0,0,0
menée,VER,3.89,0,4
menée,NOM,0.01,1,4
menés,VER,2.51,0,0
merci,NOM,378.44,1,5
merci,ONO,936.01,1,5
merda,VER,0.42,0,0
merde,NOM,206.68,1,5
merde,ONO,221.46,1,5
merde,VER,5.25,0,5
merdé,VER,9.14,0,0
merle,NOM,1.8,1,5
merlu,NOM,0.01,1,5
messe,NOM,16.14,1,5
mette,VER,16.36,0,0
meufs,NOM,2.08,0,0
meule,NOM,1.17,1,5
meule,VER,0.02,0,5
meure,VER,14.97,0,0
meurs,VER,43.9,0,0
meurt,VER,44.29,0,0
meute,NOM,2.25,1,4
mezzo,ADV,0.03,1,5
mezzo,NOM,0.03,1,5
miaou,NOM,0.45,1,5
micas,NOM,0,0,0
miche,NOM,0.7,1,5
miché,NOM,0.02,1,5
micro,NOM,11.25,1,5
midis,NOM,0.04,0,0
miels,NOM,0.03,0,0
miens,ADJ:pos,0.76,1,5
miens,PRO:pos,16.32,1,5
mieux,ADV,651.73,1,5
mieux,NOM,54.12,1,5
migre,VER,0.03,0,0
migré,VER,0.08,0,0
milan,NOM,0.14,1,5
miles,NOM,7.44,0,0
mille,ADJ:num,55.43,1,5
mille,NOM,26.16,1,5
milli,ADV,0.16,1,5
mimas,VER,0.01,0,0
mimer,VER,0.11,1,5
mimes,NOM,0.25,0,0
mimis,NOM,0.02,0,0
mimée,VER,0.01,0,0
minas,VER,0.04,0,0
mince,ADJ,14.1,1,5
mince,ONO,14.62,1,5
minci,VER,0.21,0,0
miner,VER,0.58,1,5
mines,NOM,11.24,0,0
mines,VER,0.14,0,0
minet,NOM,2.22,1,5
minis,NOM,0.14,0,0
minot,NOM,0.58,1,5
minou,NOM,6.46,1,5
minus,NOM,8.35,1,5
minée,VER,0.2,0,0
minés,VER,0.1,0,0
mirer,VER,0.05,1,5
mires,NOM,0,0,0
mirez,VER,0,0,0
miros,ADJ,0,0,0
mirus,NOM,0.09,1,4
mirée,VER,0,0,0
misai,VER,0,0,0
miser,VER,2.79,1,5
mises,VER,5.36,0,0
mises,ADJ,0.52,0,0
mises,NOM,2.27,0,0
mises,VER,0.67,0,0
misez,VER,1.42,0,0
misât,VER,0,0,0
mitan,NOM,0.4,1,5
miter,VER,0.2,1,5
mites,NOM,0.81,0,0
mites,VER,0.01,0,0
miton,NOM,0,1,5
mitra,VER,0,0,0
mitre,NOM,0.26,1,5
mitré,VER,0,0,5
mitré,ADJ,0,1,5
mitée,VER,0,0,0
mitée,ADJ,0,0,0
mités,ADJ,0,0,0
mixer,NOM,0.67,1,5
mixer,VER,0.78,1,5
mixte,ADJ,2.23,1,5
mixée,VER,0.05,0,0
mixés,VER,0.03,0,0
moche,ADJ,25.64,1,5
model,NOM,0.99,1,5
modem,NOM,0.37,1,5
modes,NOM,0.89,0,0
mogol,ADJ,0,1,4
moine,NOM,8.21,1,5
moins,ADV,478.75,1,5
moins,NOM,10.35,1,5
moire,NOM,0.02,1,5
moiré,VER,0,0,5
moiré,ADJ,0.02,1,5
moiré,NOM,0.01,1,5
moise,NOM,0.27,1,5
moisi,ADJ,0.32,1,5
moisi,NOM,0.44,1,5
moisi,VER,0.56,0,5
moite,ADJ,1.01,1,5
moiti,VER,0.04,0,0
mokas,NOM,0.09,0,0
moles,NOM,0,0,0
molle,ADJ,3.92,0,0
molli,VER,0.03,0,0
mollo,ADV,5.23,1,5
molto,ADV,0.28,1,4
moman,NOM,0.04,1,4
momie,NOM,2.47,0,5
momie,NOM,1.42,1,5
monda,VER,0.1,0,0
monde,NOM,823.62,1,5
mongo,ADJ,0.1,1,5
mongo,NOM,0.19,1,5
monta,VER,1.07,0,0
monte,VER,109.76,0,5
monts,NOM,3.59,0,0
monté,VER,23.72,0,5
monté,ADJ,5.24,1,5
mooré,NOM,0.03,1,4
moose,ADJ,0.6,1,5
moqua,VER,0.01,0,0
moque,NOM,0.27,1,5
moque,VER,25.79,0,5
moqué,VER,2.64,0,0
moral,ADJ,5.36,1,5
moral,NOM,10.17,1,5
morde,VER,0.47,0,0
mords,VER,6.3,0,0
mordu,VER,10.22,0,5
mordu,ADJ,0.89,1,5
mores,ADJ,0.01,0,0
mores,NOM,0.01,0,0
moria,NOM,0.08,1,5
morne,ADJ,0.81,1,5
morne,NOM,0.15,1,5
morse,NOM,3.5,1,5
morte,ADJ,15.87,0,0
morte,NOM,8.44,0,0
morte,VER,112.36,0,0
morts,ADJ,14.85,0,0
morts,NOM,78.09,0,0
morts,VER,50.22,0,0
morue,NOM,3.46,1,5
morve,NOM,1.6,1,5
motel,NOM,8.62,1,5
motet,NOM,0.03,1,5
motif,NOM,12.2,1,5
motos,NOM,2.62,0,0
motte,NOM,0.26,1,5
motus,ONO,0.88,1,5
mouds,VER,0,0,0
moues,NOM,0.02,0,0
moula,VER,0,0,0
moule,NOM,3.56,1,5
moule,VER,0.3,0,5
moult,ADV,0.33,1,5
moulu,VER,0.08,0,5
moulu,ADJ,0.26,1,5
moulé,VER,0.42,0,5
moulé,ADJ,0.18,1,5
mound,NOM,0.02,1,4
moyen,ADJ,41.56,1,5
moyen,NOM,53.27,1,5
moyer,VER,0.1,1,5
moyeu,NOM,0.01,1,5
moïse,NOM,0.05,1,4
moûts,NOM,0,0,0
muait,VER,0.02,0,0
muant,VER,0,0,0
muche,VER,0.01,0,0
mucor,NOM,0.01,1,5
mucus,NOM,0.38,1,4
muent,VER,0.16,0,0
muera,VER,0.02,0,0
muets,ADJ,2.43,0,0
muets,NOM,0.76,0,0
mufle,ADJ,0.08,1,5
mufle,NOM,1.56,1,5
mufti,NOM,0.25,1,4
muges,NOM,0,0,0
mugir,VER,0.04,1,5
mugis,VER,0,0,0
mugit,VER,0.26,0,0
muids,NOM,0,0,0
mules,NOM,2.33,0,0
mulet,NOM,3.19,1,5
mulon,NOM,0,1,5
mulot,NOM,0.04,1,5
multi,ADV,2.37,1,5
mungo,NOM,0.02,1,4
munie,ADJ,0,0,0
munie,VER,0.29,0,0
munir,VER,0.24,1,5
munis,ADJ,0.23,0,0
munis,VER,0.25,0,0
munit,VER,0.01,0,0
mural,ADJ,0.08,1,5
murer,VER,0.05,1,5
mures,VER,0.01,0,0
muret,NOM,0.28,1,5
murex,NOM,0,1,5
murez,VER,0,0,0
murin,NOM,0.01,1,5
murée,VER,0.56,0,0
murés,VER,0.02,0,0
muser,VER,0.1,1,5
muses,NOM,0.6,0,0
musse,VER,0,0,0
musée,VER,0.17,0,5
musée,NOM,18.59,1,5
muter,VER,1.88,1,4
mutin,ADJ,0.27,1,5
mutin,NOM,0.11,1,5
mutât,VER,0,0,0
mutée,VER,0.42,0,0
mutés,VER,0.19,0,0
muées,VER,0,0,0
myope,ADJ,1.71,1,5
myope,NOM,0.19,1,5
myrte,NOM,1.25,1,5
myste,NOM,0.01,1,5
mythe,NOM,5.17,1,5
mytho,ADV,0.36,1,5
mâcha,VER,0,0,0
mâche,NOM,0.81,1,5
mâche,VER,1.37,0,5
mâché,VER,0.91,0,0
mâles,ADJ,1,0,0
mâles,NOM,2.76,0,0
mânes,NOM,0.01,1,3
mâter,VER,0.03,1,4
mâtin,NOM,0.26,1,5
mâtin,ONO,0,1,5
mâtée,VER,0,0,0
mèche,NOM,8.21,1,3
mènes,VER,2.84,0,0
mères,NOM,14.79,0,0
mètre,NOM,6.03,1,3
mètre,VER,0.07,0,3
mécru,VER,0,0,0
média,NOM,0.77,1,5
médis,VER,0.02,0,0
médit,VER,0.17,0,0
médoc,NOM,0.19,1,4
méfie,VER,10.95,0,0
méfié,VER,0.22,0,0
mégot,NOM,1.2,1,5
mélos,NOM,0.05,0,0
mémos,NOM,0.49,0,0
mémés,NOM,0.06,0,0
mérou,NOM,0.99,1,5
méson,NOM,0.03,1,5
métal,NOM,12.16,1,5
métis,ADJ,0.34,1,5
métis,NOM,1.91,1,5
métra,VER,0.04,0,0
métro,NOM,17.66,1,5
météo,NOM,8.9,1,5
mézig,PRO:per,0,1,5
mêlai,VER,0,0,0
mêler,VER,11.24,1,5
mêles,VER,3.03,0,0
mêlez,VER,4.26,0,0
mêlât,VER,0,0,0
mêlée,VER,2.98,0,5
mêlée,NOM,0.63,1,5
mêlés,VER,1.12,0,0
mêlés,ADJ,0.39,0,0
mêmes,ADJ,33.61,0,5
mêmes,PRO:ind,14.48,1,5
mîmes,VER,0,0,0
môles,NOM,0,0,0
mômes,NOM,9.28,0,0
mûres,ADJ,2.04,0,0
mûres,NOM,0.92,0,0
mûrie,VER,0.21,0,0
mûrir,VER,1.11,1,5
mûris,VER,0.23,0,0
mûrit,VER,0.3,0,0
mûron,NOM,0,1,4
nabab,NOM,0.55,1,4
nable,NOM,0.02,1,4
nabot,NOM,2.01,1,4
nacra,VER,0,0,0
nacre,NOM,0.58,1,5
nacré,VER,0,0,5
nacré,ADJ,0.05,1,5
nadir,NOM,0.01,1,4
nagea,VER,0.03,0,0
nager,VER,18.71,1,5
nages,NOM,0.05,0,0
nages,VER,0.58,0,0
nagez,VER,0.53,0,0
naine,ADJ,0.44,0,0
naine,NOM,0.63,0,0
nains,ADJ,0.65,0,0
nains,NOM,4.17,0,0
naira,NOM,0.03,1,4
najas,NOM,0,0,0
nanan,NOM,0.04,1,5
nanar,NOM,0,1,5
nanas,NOM,13.09,0,0
nanti,ADJ,0.15,1,5
nanti,NOM,0.17,1,5
nanti,VER,0.03,0,5
napel,NOM,0.01,1,4
nappa,VER,0.22,0,0
nappe,NOM,3.01,1,5
nappe,VER,0,0,5
nappé,VER,0.04,0,0
nards,NOM,0.01,0,0
narra,VER,0,0,0
narre,VER,0.01,0,0
narré,VER,0.03,0,0
nasal,ADJ,0.6,1,5
nasal,NOM,0,1,5
nases,ADJ,0.29,0,0
nases,NOM,0.43,0,0
nasse,NOM,0.39,1,5
natal,ADJ,2.54,1,5
natif,ADJ,0.44,1,5
natif,NOM,0.16,1,5
natta,VER,0,0,0
natte,NOM,0.88,1,5
natte,VER,0,0,5
natté,VER,0,0,0
naval,ADJ,2.08,1,5
navel,NOM,0.03,1,5
navet,NOM,1.25,1,5
navra,VER,0,0,0
navre,VER,0.29,0,0
navré,VER,12.01,0,5
navré,ADJ,6.81,1,5
nazes,ADJ,0.63,0,0
nazes,NOM,1.56,0,0
nazie,ADJ,1.27,0,0
nazie,NOM,0.69,0,0
nazis,ADJ,2.04,0,0
nazis,NOM,9.81,0,0
naïfs,ADJ,0.76,0,0
naïfs,NOM,0.35,0,0
naïve,ADJ,2.76,0,5
naïve,NOM,0.18,1,5
negro,NOM,0.07,1,5
neige,NOM,37.52,1,5
neige,VER,5.48,0,5
neigé,VER,0.66,0,0
nenni,ADV,0.52,1,3
nerfs,NOM,22.03,0,0
nerva,VER,0.34,0,0
nervi,NOM,0.05,1,5
nervé,VER,0,0,0
nette,ADJ,3.91,0,0
neufs,ADJ,3.5,0,0
neuve,ADJ,10.3,0,0
neveu,NOM,22.9,1,5
niais,ADJ,1.11,1,5
niais,NOM,0.57,1,5
niais,VER,0.15,0,5
niait,VER,0.11,0,0
niant,VER,0.35,0,0
nicet,ADJ,0,1,5
nicha,VER,0.01,0,0
niche,NOM,2.17,1,5
niche,VER,0.33,0,5
niché,VER,0.23,0,0
nient,VER,0.9,0,0
niera,VER,0.18,0,0
nimba,VER,0,0,0
nimbe,NOM,0.01,1,5
nimbo,ADV,0,1,5
nimbé,VER,0.14,0,5
nimbé,ADJ,0,1,5
nimbé,NOM,0,1,5
ninas,NOM,0.01,1,3
niolo,NOM,0,1,4
nions,VER,0.16,0,0
nippe,NOM,0.01,1,5
nippe,VER,0,0,5
nippo,ADV,0.03,1,5
nippé,VER,0.02,0,0
nique,NOM,1.56,1,5
nique,VER,1.21,0,5
niqué,VER,2.33,0,0
nisan,NOM,0,1,3
nitre,NOM,0.07,1,5
nitré,ADJ,0,1,5
nièce,NOM,9.28,1,4
nième,NOM,0.03,1,4
nière,NOM,0.14,1,4
niébé,NOM,0.02,1,4
noble,ADJ,23.73,1,5
noble,NOM,2.46,1,5
nocer,VER,0.01,1,5
noces,NOM,12.62,0,0
nocif,ADJ,0.56,1,5
nodal,ADJ,0.01,1,4
nodus,NOM,0,1,5
noeud,NOM,7.64,1,3
noies,VER,0.71,0,0
noire,ADJ,41.57,0,0
noire,NOM,3.59,0,0
noirs,ADJ,21.65,0,0
noirs,NOM,20.61,0,0
noise,NOM,0.35,1,5
nolis,NOM,0,1,3
nomma,VER,0.3,0,0
nomme,VER,9.41,0,0
nommé,VER,18.24,0,5
nommé,ADJ,3.73,1,5
nonce,NOM,0.01,1,5
nones,NOM,0.19,0,0
nonne,NOM,5.46,1,5
noria,ADJ,0,1,4
noria,NOM,0.01,1,4
norme,NOM,1.58,1,5
notai,VER,0.14,0,0
noter,VER,5.44,1,5
notes,NOM,29.4,0,0
notez,VER,5.74,0,0
notre,ADJ:pos,1022.94,1,5
notre,PRO:pos,0.09,1,5
notée,VER,0.33,0,0
notée,ADJ,0.23,0,0
notés,VER,0.56,0,0
notés,ADJ,0.04,0,0
nouai,VER,0,0,0
nouas,VER,0.01,0,0
nouba,NOM,0.95,1,4
nouer,VER,1.67,1,5
nouez,VER,0.18,0,0
nouée,VER,0.14,0,0
nouée,ADJ,0.45,0,0
noués,VER,0.21,0,0
noués,ADJ,0.14,0,0
noyau,NOM,3.71,1,5
noyer,NOM,0.52,1,4
noyer,VER,9,1,4
noyez,VER,0.39,0,0
noyée,VER,3.35,0,0
noyée,ADJ,0.36,0,0
noyée,NOM,0.62,0,0
noyés,VER,1.4,0,0
noyés,ADJ,0.37,0,0
noyés,NOM,0.66,0,0
noëls,NOM,0.84,0,0
nuage,NOM,11.81,1,5
nucal,ADJ,0.01,1,4
nuira,VER,0.59,0,0
nuire,VER,5.98,1,4
nuise,VER,0.22,0,0
nuits,NOM,28.98,0,0
nulle,ADJ,6.68,0,5
nulle,ADJ:ind,37.84,1,5
nulle,PRO:ind,19.46,1,5
nuque,NOM,7.58,1,3
nurse,NOM,2.14,1,5
nuées,VER,0,0,0
nuées,NOM,0.74,0,0
nylon,NOM,1.27,1,3
nègre,ADJ,1.23,1,3
nègre,NOM,11.26,1,3
nèpes,NOM,0,0,0
néant,NOM,6.62,1,5
nécro,NOM,0.25,1,5
négro,NOM,4.64,1,5
négus,NOM,0.1,1,4
nénés,NOM,1.65,0,0
néons,NOM,0.61,0,0
névés,NOM,0,0,0
nôtre,ADJ:pos,0.78,1,5
nôtre,PRO:pos,19,1,5
oasis,NOM,1.61,1,3
objet,NOM,26.88,1,5
obole,NOM,0.11,1,3
obtus,ADJ,0.85,1,5
obvie,ADJ,0,1,5
obère,VER,0,0,0
obèse,ADJ,1.11,1,3
obèse,NOM,0.62,1,3
obéie,VER,0.01,0,0
obéir,VER,13.76,1,5
obéis,VER,10.93,0,0
obéit,VER,3.54,0,0
occis,ADJ,0.28,1,5
ocres,NOM,0.04,0,0
ocrée,VER,0,0,0
ocrée,ADJ,0,0,0
ocrés,VER,0,0,0
ocrés,ADJ,0,0,0
octet,NOM,0.01,1,4
oculi,NOM,0.01,0,0
océan,NOM,22.86,1,5
odeur,NOM,47.19,1,4
odéon,NOM,0,1,3
oeils,NOM,0.01,0,0
oeufs,NOM,25.88,0,0
offre,NOM,30.23,1,5
offre,VER,51.81,0,5
oflag,NOM,0,1,3
ogive,NOM,1.4,1,5
ogres,NOM,0.3,0,0
oigne,VER,0.14,0,0
oille,NOM,0,1,3
ointe,VER,0,0,0
ointe,ADJ,0,0,0
oints,VER,0,0,0
oints,ADJ,0,0,0
oints,NOM,0,0,0
oisif,ADJ,0.36,1,5
oisif,NOM,0.04,1,5
oison,NOM,0.02,1,4
okapi,NOM,0.08,1,4
olive,ADJ,0.12,1,5
olive,NOM,2.54,1,5
omani,ADJ,0.01,1,3
omble,NOM,0.01,1,4
ombra,VER,0,0,0
ombre,NOM,35.98,1,5
ombre,VER,0.27,0,5
ombré,VER,0.01,0,5
ombré,ADJ,0,1,5
omets,VER,0.04,0,0
omise,VER,0.04,0,0
oméga,NOM,0.88,1,3
onces,NOM,0.89,0,0
oncle,NOM,124.11,1,4
onder,VER,0.01,1,5
ondes,NOM,7.52,0,0
ondin,NOM,0,1,5
ondée,ADJ,0.01,1,5
ondée,NOM,0,1,5
ondés,ADJ,0,0,0
ongle,NOM,2.35,1,5
opale,ADJ,0.01,1,5
opale,NOM,0.16,1,5
opiat,NOM,0.01,1,5
opina,VER,0.1,0,0
opine,VER,0.02,0,0
opiné,VER,0.01,0,0
opium,NOM,3.95,1,4
optai,VER,0,0,0
opter,VER,0.37,1,4
optes,VER,0.02,0,0
optât,VER,0,0,0
opère,VER,4.75,0,0
opéra,NOM,18.93,1,5
opéra,VER,0.26,0,5
opéré,VER,4.92,0,5
opéré,ADJ,0.28,1,5
opéré,NOM,0.04,1,5
orage,NOM,14.5,1,5
orale,ADJ,1.31,0,0
orant,NOM,0,1,5
oraux,ADJ,0.1,0,0
orbes,NOM,0.14,0,0
ordre,NOM,132.5,1,4
orges,NOM,0.01,0,0
orgie,NOM,2.09,1,5
orgue,NOM,3.08,1,5
oriol,NOM,0,1,4
orlon,NOM,0.04,1,4
ormes,NOM,0.06,0,0
orner,VER,1.11,1,5
ornez,VER,0.25,0,0
ornât,VER,0,0,0
ornée,VER,0.08,0,0
ornée,ADJ,0.01,0,0
ornés,VER,0.02,0,0
ornés,ADJ,0.03,0,0
orpin,NOM,0,1,5
orque,NOM,0.61,1,3
orsec,NOM,0,1,3
ortho,ADV,0.56,1,5
ortie,NOM,0.41,1,4
orvet,NOM,0.04,1,3
osais,VER,2.73,0,0
osait,VER,1.91,0,0
osant,VER,0.05,0,0
oscar,NOM,0.65,1,4
osent,VER,3.23,0,0
osera,VER,1.5,0,0
osier,NOM,0.35,1,3
osiez,VER,0.34,0,0
osons,VER,0.23,0,0
ossue,ADJ,0,0,0
osées,VER,0.11,0,0
osées,ADJ,0.39,0,0
otage,NOM,15.22,1,4
otite,NOM,0.84,1,3
ouais,ADV,533.02,1,5
ouata,VER,0,0,0
ouate,NOM,0.26,1,5
ouaté,VER,0,0,5
ouaté,ADJ,0.01,1,5
oubli,NOM,6.92,1,5
ouche,NOM,0.42,1,3
oueds,NOM,0,0,0
ouest,ADJ,8.81,1,5
ouest,NOM,27.79,1,5
ounce,NOM,0.01,1,3
ourdi,VER,0.39,0,0
ourle,VER,0,0,0
ourlé,VER,0,0,0
ourse,NOM,0.58,0,0
ouste,ONO,5.24,1,5
outil,NOM,3.63,1,5
outre,ADV,1.27,1,5
outre,NOM,4.42,1,5
outre,PRE,3.03,1,5
outre,VER,0.18,0,5
outré,VER,0.27,0,5
outré,ADJ,0.2,1,5
ouvre,VER,141.45,0,0
ouvré,VER,0.02,0,5
ouvré,ADJ,0.01,1,5
ouzos,NOM,0.1,0,0
ouïes,NOM,0.16,0,0
ovale,ADJ,1.83,1,5
ovale,NOM,0.1,1,5
ovins,NOM,0.04,0,0
ovnis,NOM,1.91,0,0
ovule,NOM,0.64,1,5
ovule,VER,0.05,0,5
oxyde,NOM,0.99,1,5
oxyde,VER,0.04,0,5
oxydé,VER,0.07,0,0
oyant,VER,0,0,4
oyant,ADJ,0.1,1,4
oyats,NOM,0.11,0,0
oyons,VER,0.01,0,0
ozone,NOM,1.35,1,2
pacas,ADJ,0.01,0,0
pacha,NOM,7.11,1,5
packs,NOM,0.22,0,0
pacte,NOM,7.29,1,5
paddy,NOM,1.52,1,5
pager,VER,0.99,1,5
pages,NOM,14.25,0,0
pagne,NOM,0.37,1,5
pagus,NOM,0.01,1,5
pagée,VER,0,0,0
pagés,VER,0,0,0
paies,NOM,0.31,0,0
paies,VER,8.97,0,0
pains,NOM,4.77,0,0
paire,ADJ,0.75,0,5
paire,NOM,18.31,1,5
pairs,ADJ,0.38,0,0
pairs,NOM,1.27,0,0
palan,NOM,0.07,1,5
pales,NOM,0.37,0,0
palet,NOM,0.93,1,5
palis,NOM,0,1,5
palle,NOM,0.91,1,5
palme,NOM,1.25,1,5
palmé,VER,0,0,5
palot,NOM,0.05,1,5
palpa,VER,0,0,0
palpe,NOM,0,1,5
palpe,VER,0.34,0,5
palpé,VER,0.28,0,0
palus,NOM,0.01,1,5
paléo,ADV,0.01,1,5
pampa,NOM,0.34,1,5
panda,NOM,1.46,1,5
panel,NOM,0.28,1,5
paner,VER,0.04,1,5
panic,NOM,0.46,1,5
panis,NOM,0.14,1,5
panka,NOM,0,1,4
panna,VER,0.02,0,0
panne,NOM,23.84,1,5
panné,VER,0.11,0,5
panné,ADJ,0.01,1,5
panos,ADJ,0.17,0,0
pansa,VER,0.14,0,0
panse,NOM,2.02,1,5
panse,VER,0.16,0,5
pansu,ADJ,0,1,5
pansé,VER,0.28,0,0
pante,NOM,0,1,5
panty,NOM,0.05,1,5
panée,VER,0.01,0,0
panée,ADJ,0.01,0,0
panés,VER,0,0,0
panés,ADJ,0.04,0,0
paolo,NOM,0.07,1,5
paons,NOM,0.6,0,0
papal,ADJ,0.02,1,5
papas,NOM,1.25,1,5
papes,NOM,0.6,0,0
papet,NOM,4.25,1,5
papis,NOM,0.17,0,0
papou,NOM,0.02,1,5
papys,NOM,0.04,0,0
parai,VER,0.02,0,0
paras,NOM,0.9,0,0
parce,ADV,3.49,1,5
parcs,NOM,1.84,0,0
pardi,ONO,2.66,1,5
parer,VER,0.69,1,5
parez,VER,1.44,0,0
paria,NOM,0.82,1,5
paria,VER,0.03,0,5
parie,VER,52.59,0,0
paris,NOM,12.68,0,0
parié,VER,9.61,0,0
parka,NOM,0.28,1,5
parla,VER,2.71,0,0
parle,VER,451.68,0,0
parlé,VER,248.94,0,5
parlé,ADJ,2.76,1,5
parme,ADJ,0.01,1,5
parmi,PRE,69.17,1,5
paroi,NOM,3.01,1,5
paros,NOM,0.27,1,5
parsi,ADJ,0.27,1,5
parsi,NOM,0.02,1,5
parte,VER,22.87,0,0
parti,ADJ,11.06,1,5
parti,NOM,41.75,1,5
parti,VER,162.93,0,5
parts,NOM,6.58,0,0
party,NOM,1.54,1,5
parue,VER,0.36,0,0
parus,VER,0.23,0,0
parut,VER,1.48,0,0
parée,VER,1.21,0,0
parée,ADJ,0.26,0,0
paréo,NOM,0.01,1,5
parés,VER,2.31,0,0
parés,ADJ,0.81,0,0
parût,VER,0,0,0
paseo,NOM,0,1,4
pasos,NOM,0,0,0
passa,VER,3.79,0,0
passe,NOM,44.87,1,5
passe,VER,523.58,0,5
passé,VER,297.63,0,5
passé,ADJ,101.77,1,5
passé,ADV,0.01,1,5
passé,NOM,63.39,1,5
patch,NOM,0.88,1,5
pater,NOM,0.56,1,5
patin,NOM,1.12,1,5
patio,NOM,2.02,1,5
patri,ADV,0.15,1,5
patte,NOM,6.45,1,5
pattu,ADJ,0,1,5
pauma,VER,0,0,0
paume,NOM,2.18,1,5
paume,VER,0.35,0,5
paumé,VER,2.58,0,5
paumé,ADJ,1.92,1,5
paumé,NOM,1.03,1,5
pause,NOM,27.3,1,5
paver,VER,0.06,1,5
pavez,VER,0.02,0,0
pavot,NOM,0.74,1,5
pavée,ADJ,0.33,0,0
pavés,VER,0,0,0
pavés,ADJ,0.11,0,0
pavés,NOM,0.92,0,0
paxon,NOM,0.07,1,4
payai,VER,0.01,0,0
payer,VER,149.1,1,5
payes,NOM,0.48,0,0
payes,VER,4.59,0,0
payez,VER,13.15,0,0
payse,NOM,0.01,1,5
payât,VER,0,0,0
payée,VER,9.16,0,0
payée,ADJ,1.36,0,0
payés,VER,5.56,0,0
payés,ADJ,3.21,0,0
païen,ADJ,0.51,1,3
païen,NOM,0.27,1,3
peaux,NOM,3.63,0,0
peina,VER,0,0,0
peine,NOM,193.42,1,5
peine,VER,3.09,0,5
peins,VER,3.77,0,0
peint,VER,11.95,0,5
peint,ADJ,1.6,1,5
peiné,VER,1.68,0,0
peler,VER,0.44,1,4
pelle,NOM,8.75,1,5
pelée,VER,0.01,0,0
pelée,ADJ,0.3,0,0
pelés,VER,0.02,0,0
pelés,ADJ,0.01,0,0
pence,NOM,1.71,1,5
pende,VER,1.15,0,0
pends,VER,1.13,0,0
pendu,VER,11.02,0,5
pendu,ADJ,1.46,1,5
pendu,NOM,1.47,1,5
penne,NOM,0.34,1,5
penny,ADJ,2.96,1,5
penny,NOM,3.49,1,5
penon,NOM,0,1,4
pensa,VER,1.52,0,0
pense,VER,517.64,0,0
pensé,VER,151.67,0,0
pente,NOM,4.46,1,5
pentu,ADJ,0.05,1,5
perce,NOM,0.31,1,5
perce,VER,2.09,0,5
perco,NOM,0.07,1,5
percé,VER,3.67,0,5
percé,NOM,0.01,1,5
perde,VER,5.62,0,0
perds,VER,48.13,0,0
perdu,VER,217.23,0,5
perdu,ADJ,17.5,1,5
perdu,NOM,0.04,1,5
perla,VER,0.01,0,0
perle,NOM,4.13,1,5
perle,VER,0.04,0,5
perlé,VER,0.14,0,5
perlé,ADJ,0,1,5
perme,NOM,0.57,1,5
perré,NOM,0,1,5
perse,ADJ,0.48,1,5
perso,ADJ,2.33,1,5
perte,NOM,30.2,1,5
perça,VER,0.04,0,0
perçu,VER,1.41,0,5
perçu,ADJ,0.09,1,5
pesai,VER,0,0,0
peser,VER,3.92,1,5
pesez,VER,0.88,0,0
peson,NOM,0,1,5
pesos,NOM,10.29,0,0
pesse,NOM,0.01,1,5
pesta,VER,0,0,0
peste,NOM,16.68,1,5
peste,ONO,0.4,1,5
peste,VER,0.07,0,5
pesté,VER,0,0,0
pesât,VER,0,0,0
pesée,VER,0.31,0,4
pesée,NOM,0.61,1,4
pesés,VER,0.02,0,0
petit,ADJ,573.72,1,5
petit,ADV,12.3,1,5
petit,NOM,131.7,1,5
peton,NOM,0.01,1,4
peuhl,ADJ,0,1,5
peulh,NOM,0,1,5
peurs,NOM,5.38,0,0
pfutt,ONO,0,1,3
phare,NOM,7.17,1,5
phase,NOM,12.42,1,5
philo,NOM,2.35,1,5
phlox,NOM,0,1,4
phone,NOM,0.64,1,5
phono,NOM,0.75,1,5
photo,NOM,122.47,1,5
piafs,NOM,0.25,0,0
piano,ADV,1.35,1,5
piano,NOM,21.5,1,5
piaye,NOM,0,1,4
picot,NOM,0.03,1,5
picté,VER,0,0,0
pieds,NOM,108.57,0,0
pietà,NOM,0.18,1,4
pieux,ADJ,1.86,1,5
pieux,NOM,1.05,1,5
pifer,VER,0.01,1,4
piffé,VER,0,0,0
piger,VER,1.78,1,5
piges,NOM,1.54,0,0
piges,VER,10.99,0,0
pigez,VER,2.08,0,0
pigne,NOM,0.02,1,5
pilaf,NOM,0.26,1,5
piler,VER,0.35,1,5
piles,NOM,5.08,0,0
piles,VER,0.15,0,0
pilla,VER,0.01,0,0
pille,VER,1.02,0,0
pillé,VER,1.87,0,0
pilon,NOM,0.47,1,5
pilot,NOM,1.1,1,5
pilou,NOM,0,1,5
pilum,NOM,0,1,5
pilée,VER,0.19,0,4
